Num_experimento,Seed,F1-score,best_parameter,varianza,std
123,969,0.666666666666667,{'C': 0.05},,
123,505,0.666666666666667,{'C': 0.05},,
123,594,0.666666666666667,{'C': 0.05},,
123,973,0.666666666666667,{'C': 0.05},,
123,392,0.666666666666667,{'C': 0.05},0,0
124,967,0.709090909090909,{'C': 0.05},,
124,494,0.709090909090909,{'C': 0.05},,
124,75,0.709090909090909,{'C': 0.05},,
124,617,0.709090909090909,{'C': 0.05},,
124,939,0.709090909090909,{'C': 0.05},0,0
125,941,0.65,{'C': 0.05},,
125,78,0.65,{'C': 0.05},,
125,768,0.65,{'C': 0.05},,
125,318,0.65,{'C': 0.05},,
125,111,0.65,{'C': 0.05},0,0
126,755,0.804597701149425,{'C': 0.05},,
126,755,0.804597701149425,{'C': 0.05},,
126,438,0.804597701149425,{'C': 0.05},,
126,75,0.804597701149425,{'C': 0.05},,
126,114,0.804597701149425,{'C': 0.05},0,0
127,917,0.737864077669903,{'C': 0.05},,
127,631,0.737864077669903,{'C': 0.05},,
127,424,0.737864077669903,{'C': 0.05},,
127,387,0.737864077669903,{'C': 0.05},,
127,823,0.737864077669903,{'C': 0.05},0,0
128,393,0.643478260869565,{'C': 0.05},,
128,816,0.643478260869565,{'C': 0.05},,
128,641,0.643478260869565,{'C': 0.05},,
128,570,0.643478260869565,{'C': 0.05},,
128,253,0.643478260869565,{'C': 0.05},0,0
129,251,0.666666666666667,{'C': 0.05},,
129,960,0.666666666666667,{'C': 0.05},,
129,965,0.666666666666667,{'C': 0.05},,
129,481,0.666666666666667,{'C': 0.05},,
129,653,0.666666666666667,{'C': 0.05},0,0
130,68,0.709090909090909,{'C': 0.05},,
130,324,0.709090909090909,{'C': 0.05},,
130,359,0.709090909090909,{'C': 0.05},,
130,10,0.709090909090909,{'C': 0.05},,
130,280,0.709090909090909,{'C': 0.05},0,0
131,697,0.65,{'C': 0.05},,
131,812,0.65,{'C': 0.05},,
131,738,0.65,{'C': 0.05},,
131,713,0.65,{'C': 0.05},,
131,248,0.65,{'C': 0.05},0,0
132,410,0.804597701149425,{'C': 0.05},,
132,457,0.804597701149425,{'C': 0.05},,
132,477,0.804597701149425,{'C': 0.05},,
132,595,0.804597701149425,{'C': 0.05},,
132,644,0.804597701149425,{'C': 0.05},0,0
133,491,0.745098039215686,{'C': 0.05},,
133,109,0.745098039215686,{'C': 0.05},,
133,959,0.745098039215686,{'C': 0.05},,
133,940,0.745098039215686,{'C': 0.05},,
133,887,0.745098039215686,{'C': 0.05},0,0
134,474,0.615384615384615,{'C': 0.05},,
134,990,0.615384615384615,{'C': 0.05},,
134,880,0.615384615384615,{'C': 0.05},,
134,540,0.615384615384615,{'C': 0.05},,
134,591,0.615384615384615,{'C': 0.05},0,0
135,217,0.63716814159292,{'C': 0.05},,
135,813,0.63716814159292,{'C': 0.05},,
135,230,0.63716814159292,{'C': 0.05},,
135,707,0.63716814159292,{'C': 0.05},,
135,163,0.63716814159292,{'C': 0.05},0,0
136,249,0.702702702702703,{'C': 0.05},,
136,349,0.702702702702703,{'C': 0.05},,
136,341,0.702702702702703,{'C': 0.05},,
136,979,0.702702702702703,{'C': 0.05},,
136,985,0.702702702702703,{'C': 0.05},0,0
137,29,0.596774193548387,{'C': 0.12},,
137,191,0.596774193548387,{'C': 0.12},,
137,318,0.596774193548387,{'C': 0.12},,
137,995,0.596774193548387,{'C': 0.12},,
137,952,0.596774193548387,{'C': 0.12},0,0
138,343,0.804597701149425,{'C': 0.25},,
138,802,0.804597701149425,{'C': 0.25},,
138,131,0.804597701149425,{'C': 0.25},,
138,472,0.804597701149425,{'C': 0.25},,
138,439,0.804597701149425,{'C': 0.25},0,0
139,999,0.745098039215686,{'C': 0.05},,
139,428,0.745098039215686,{'C': 0.05},,
139,790,0.745098039215686,{'C': 0.05},,
139,977,0.745098039215686,{'C': 0.05},,
139,965,0.745098039215686,{'C': 0.05},0,0
140,947,0.615384615384615,{'C': 0.05},,
140,137,0.615384615384615,{'C': 0.05},,
140,513,0.615384615384615,{'C': 0.05},,
140,286,0.615384615384615,{'C': 0.05},,
140,819,0.615384615384615,{'C': 0.05},0,0
141,251,0.63716814159292,{'C': 0.05},,
141,139,0.63716814159292,{'C': 0.05},,
141,587,0.63716814159292,{'C': 0.05},,
141,976,0.63716814159292,{'C': 0.05},,
141,424,0.63716814159292,{'C': 0.05},0,0
142,179,0.702702702702703,{'C': 0.05},,
142,820,0.702702702702703,{'C': 0.05},,
142,489,0.702702702702703,{'C': 0.05},,
142,670,0.702702702702703,{'C': 0.05},,
142,847,0.702702702702703,{'C': 0.05},0,0
143,144,0.596774193548387,{'C': 0.12},,
143,981,0.596774193548387,{'C': 0.12},,
143,315,0.596774193548387,{'C': 0.12},,
143,859,0.596774193548387,{'C': 0.12},,
143,596,0.596774193548387,{'C': 0.12},0,0
144,746,0.804597701149425,{'C': 0.5},,
144,229,0.804597701149425,{'C': 0.5},,
144,791,0.804597701149425,{'C': 0.5},,
144,610,0.804597701149425,{'C': 0.5},,
144,703,0.804597701149425,{'C': 0.5},0,0
145,228,0.242677824267782,{'C': 0.05},,
145,570,0.242677824267782,{'C': 0.05},,
145,632,0.242677824267782,{'C': 0.05},,
145,528,0.242677824267782,{'C': 0.05},,
145,848,0.242677824267782,{'C': 0.05},,
145,640,0.242677824267782,{'C': 0.05},,
145,574,0.242677824267782,{'C': 0.05},,
145,993,0.242677824267782,{'C': 0.05},,
145,404,0.242677824267782,{'C': 0.05},,
145,115,0.242677824267782,{'C': 0.05},,
145,382,0.242677824267782,{'C': 0.05},,
145,555,0.242677824267782,{'C': 0.05},,
145,987,0.242677824267782,{'C': 0.05},0,0
146,261,0.26271186440678,{'C': 0.05},,
146,657,0.26271186440678,{'C': 0.05},,
146,25,0.26271186440678,{'C': 0.05},,
146,717,0.26271186440678,{'C': 0.05},,
146,82,0.26271186440678,{'C': 0.05},0,0
147,993,0.233870967741935,{'C': 0.05},,
147,69,0.233870967741935,{'C': 0.05},,
147,207,0.233870967741935,{'C': 0.05},,
147,213,0.233870967741935,{'C': 0.05},,
147,612,0.233870967741935,{'C': 0.05},0,0
148,933,0.27027027027027,{'C': 0.05},,
148,496,0.27027027027027,{'C': 0.05},,
148,703,0.27027027027027,{'C': 0.05},,
148,714,0.27027027027027,{'C': 0.05},,
148,937,0.27027027027027,{'C': 0.05},0,0
149,900,0.265060240963855,{'C': 0.05},,
149,927,0.265060240963855,{'C': 0.05},,
149,410,0.265060240963855,{'C': 0.05},,
149,987,0.265060240963855,{'C': 0.05},,
149,544,0.265060240963855,{'C': 0.05},0,0
150,296,0.224,{'C': 0.05},,
150,607,0.224,{'C': 0.05},,
150,222,0.224,{'C': 0.05},,
150,608,0.224,{'C': 0.05},,
150,905,0.224,{'C': 0.05},7.70371977754894E-34,2.77555756156289E-17
151,954,0.234782608695652,{'C': 0.05},,
151,806,0.234782608695652,{'C': 0.05},,
151,105,0.234782608695652,{'C': 0.05},,
151,422,0.234782608695652,{'C': 0.05},,
151,365,0.234782608695652,{'C': 0.05},0,0
152,218,0.300970873786408,{'C': 2},,
152,584,0.300970873786408,{'C': 2},,
152,191,0.300970873786408,{'C': 2},,
152,356,0.300970873786408,{'C': 2},,
152,602,0.300970873786408,{'C': 2},0,0
153,242,0.25,{'C': 0.05},,
153,621,0.25,{'C': 0.05},,
153,863,0.25,{'C': 0.05},,
153,334,0.25,{'C': 0.05},,
153,933,0.25,{'C': 0.05},0,0
154,566,0.227450980392157,{'C': 0.12},,
154,163,0.227450980392157,{'C': 0.12},,
154,521,0.227450980392157,{'C': 0.12},,
154,35,0.227450980392157,{'C': 0.12},,
154,282,0.227450980392157,{'C': 0.12},7.70371977754894E-34,2.77555756156289E-17
155,34,0.231884057971014,{'C': 0.5},,
155,37,0.231884057971014,{'C': 0.5},,
155,68,0.231884057971014,{'C': 0.5},,
155,946,0.231884057971014,{'C': 0.5},,
155,581,0.231884057971014,{'C': 0.5},0,0
156,983,0.219931271477663,{'C': 0.05},,
156,327,0.219931271477663,{'C': 0.05},,
156,753,0.219931271477663,{'C': 0.05},,
156,7,0.219931271477663,{'C': 0.05},,
156,798,0.219931271477663,{'C': 0.05},7.70371977754894E-34,2.77555756156289E-17
157,43,0.242677824267782,{'C': 0.05},,
157,22,0.242677824267782,{'C': 0.05},,
157,536,0.242677824267782,{'C': 0.05},,
157,720,0.242677824267782,{'C': 0.05},,
157,716,0.242677824267782,{'C': 0.05},0,0
158,152,0.26271186440678,{'C': 0.05},,
158,318,0.26271186440678,{'C': 0.05},,
158,373,0.26271186440678,{'C': 0.05},,
158,489,0.26271186440678,{'C': 0.05},,
158,580,0.26271186440678,{'C': 0.05},0,0
159,309,0.233870967741935,{'C': 0.05},,
159,181,0.233870967741935,{'C': 0.05},,
159,10,0.233870967741935,{'C': 0.05},,
159,736,0.233870967741935,{'C': 0.05},,
159,610,0.233870967741935,{'C': 0.05},0,0
160,347,0.27027027027027,{'C': 0.05},,
160,992,0.27027027027027,{'C': 0.05},,
160,450,0.27027027027027,{'C': 0.05},,
160,542,0.27027027027027,{'C': 0.05},,
160,471,0.27027027027027,{'C': 0.05},0,0
161,28,0.265060240963855,{'C': 0.05},,
161,630,0.265060240963855,{'C': 0.05},,
161,187,0.265060240963855,{'C': 0.05},,
161,294,0.265060240963855,{'C': 0.05},,
161,876,0.265060240963855,{'C': 0.05},0,0
162,48,0.224,{'C': 0.05},,
162,386,0.224,{'C': 0.05},,
162,53,0.224,{'C': 0.05},,
162,862,0.224,{'C': 0.05},,
162,109,0.224,{'C': 0.05},7.70371977754894E-34,2.77555756156289E-17
163,547,0.234782608695652,{'C': 0.05},,
163,551,0.234782608695652,{'C': 0.05},,
163,911,0.234782608695652,{'C': 0.05},,
163,742,0.234782608695652,{'C': 0.05},,
163,785,0.234782608695652,{'C': 0.05},0,0
164,847,0.281818181818182,{'C': 0.5},,
164,140,0.281818181818182,{'C': 0.5},,
164,970,0.281818181818182,{'C': 0.5},,
164,696,0.281818181818182,{'C': 0.5},,
164,304,0.281818181818182,{'C': 0.5},0,0
165,602,0.25,{'C': 0.05},,
165,512,0.25,{'C': 0.05},,
165,232,0.25,{'C': 0.05},,
165,338,0.25,{'C': 0.05},,
165,582,0.25,{'C': 0.05},0,0
166,865,0.227450980392157,{'C': 0.12},,
166,230,0.227450980392157,{'C': 0.12},,
166,265,0.227450980392157,{'C': 0.12},,
166,196,0.227450980392157,{'C': 0.12},,
166,291,0.227450980392157,{'C': 0.12},7.70371977754894E-34,2.77555756156289E-17
167,445,0.231884057971014,{'C': 0.5},,
167,777,0.231884057971014,{'C': 0.5},,
167,308,0.231884057971014,{'C': 0.5},,
167,72,0.231884057971014,{'C': 0.5},,
167,401,0.231884057971014,{'C': 0.5},0,0
168,904,0.219931271477663,{'C': 0.05},,
168,700,0.219931271477663,{'C': 0.05},,
168,416,0.219931271477663,{'C': 0.05},,
168,364,0.219931271477663,{'C': 0.05},,
168,183,0.219931271477663,{'C': 0.05},7.70371977754894E-34,2.77555756156289E-17
169,129,0.242677824267782,{'C': 0.05},,
169,669,0.242677824267782,{'C': 0.05},,
169,690,0.242677824267782,{'C': 0.05},,
169,659,0.242677824267782,{'C': 0.05},,
169,729,0.242677824267782,{'C': 0.05},0,0
170,493,0.26271186440678,{'C': 0.05},,
170,488,0.26271186440678,{'C': 0.05},,
170,790,0.26271186440678,{'C': 0.05},,
170,48,0.26271186440678,{'C': 0.05},,
170,583,0.26271186440678,{'C': 0.05},0,0
171,857,0.233870967741935,{'C': 0.05},,
171,886,0.233870967741935,{'C': 0.05},,
171,270,0.233870967741935,{'C': 0.05},,
171,868,0.233870967741935,{'C': 0.05},,
171,309,0.233870967741935,{'C': 0.05},0,0
172,74,0.27027027027027,{'C': 0.05},,
172,543,0.27027027027027,{'C': 0.05},,
172,181,0.27027027027027,{'C': 0.05},,
172,147,0.27027027027027,{'C': 0.05},,
172,173,0.27027027027027,{'C': 0.05},0,0
173,353,0.265060240963855,{'C': 0.05},,
173,428,0.265060240963855,{'C': 0.05},,
173,810,0.265060240963855,{'C': 0.05},,
173,149,0.265060240963855,{'C': 0.05},,
173,374,0.265060240963855,{'C': 0.05},0,0
174,884,0.224,{'C': 0.05},,
174,328,0.224,{'C': 0.05},,
174,520,0.224,{'C': 0.05},,
174,349,0.224,{'C': 0.05},,
174,395,0.224,{'C': 0.05},7.70371977754894E-34,2.77555756156289E-17
175,181,0.234782608695652,{'C': 0.05},,
175,170,0.234782608695652,{'C': 0.05},,
175,763,0.234782608695652,{'C': 0.05},,
175,916,0.234782608695652,{'C': 0.05},,
175,417,0.234782608695652,{'C': 0.05},0,0
176,853,0.295238095238095,{'C': 0.25},,
176,155,0.295238095238095,{'C': 0.25},,
176,891,0.295238095238095,{'C': 0.25},,
176,33,0.295238095238095,{'C': 0.25},,
176,299,0.295238095238095,{'C': 0.25},0,0
177,97,0.25,{'C': 0.05},,
177,912,0.25,{'C': 0.05},,
177,530,0.25,{'C': 0.05},,
177,393,0.25,{'C': 0.05},,
177,155,0.25,{'C': 0.05},0,0
178,653,0.227450980392157,{'C': 0.12},,
178,921,0.227450980392157,{'C': 0.12},,
178,161,0.227450980392157,{'C': 0.12},,
178,320,0.227450980392157,{'C': 0.12},,
178,602,0.227450980392157,{'C': 0.12},7.70371977754894E-34,2.77555756156289E-17
179,398,0.231884057971014,{'C': 0.5},,
179,968,0.231884057971014,{'C': 0.5},,
179,383,0.231884057971014,{'C': 0.5},,
179,851,0.231884057971014,{'C': 0.5},,
179,128,0.231884057971014,{'C': 0.5},0,0
180,678,0.219931271477663,{'C': 0.05},,
180,687,0.219931271477663,{'C': 0.05},,
180,605,0.219931271477663,{'C': 0.05},,
180,842,0.219931271477663,{'C': 0.05},,
180,888,0.219931271477663,{'C': 0.05},7.70371977754894E-34,2.77555756156289E-17
181,334,0.242677824267782,{'C': 0.05},,
181,864,0.242677824267782,{'C': 0.05},,
181,398,0.242677824267782,{'C': 0.05},,
181,510,0.242677824267782,{'C': 0.05},,
181,590,0.242677824267782,{'C': 0.05},0,0
182,430,0.26271186440678,{'C': 0.05},,
182,463,0.26271186440678,{'C': 0.05},,
182,838,0.26271186440678,{'C': 0.05},,
182,789,0.26271186440678,{'C': 0.05},,
182,638,0.26271186440678,{'C': 0.05},0,0
183,111,0.233870967741935,{'C': 0.05},,
183,165,0.233870967741935,{'C': 0.05},,
183,240,0.233870967741935,{'C': 0.05},,
183,128,0.233870967741935,{'C': 0.05},,
183,252,0.233870967741935,{'C': 0.05},0,0
184,326,0.27027027027027,{'C': 0.05},,
184,984,0.27027027027027,{'C': 0.05},,
184,281,0.27027027027027,{'C': 0.05},,
184,207,0.27027027027027,{'C': 0.05},,
184,102,0.27027027027027,{'C': 0.05},0,0
185,667,0.265060240963855,{'C': 0.05},,
185,817,0.265060240963855,{'C': 0.05},,
185,420,0.265060240963855,{'C': 0.05},,
185,529,0.265060240963855,{'C': 0.05},,
185,806,0.265060240963855,{'C': 0.05},0,0
186,73,0.224,{'C': 0.05},,
186,872,0.224,{'C': 0.05},,
186,803,0.224,{'C': 0.05},,
186,35,0.224,{'C': 0.05},,
186,325,0.224,{'C': 0.05},7.70371977754894E-34,2.77555756156289E-17
187,912,0.234782608695652,{'C': 0.05},,
187,375,0.234782608695652,{'C': 0.05},,
187,954,0.234782608695652,{'C': 0.05},,
187,375,0.234782608695652,{'C': 0.05},,
187,922,0.234782608695652,{'C': 0.05},0,0
188,375,0.300469483568075,{'C': 0.12},,
188,640,0.300469483568075,{'C': 0.12},,
188,645,0.300469483568075,{'C': 0.12},,
188,723,0.300469483568075,{'C': 0.12},,
188,113,0.300469483568075,{'C': 0.12},0,0
189,428,0.25,{'C': 0.05},,
189,608,0.25,{'C': 0.05},,
189,287,0.25,{'C': 0.05},,
189,725,0.25,{'C': 0.05},,
189,879,0.25,{'C': 0.05},0,0
190,620,0.227450980392157,{'C': 0.12},,
190,272,0.227450980392157,{'C': 0.12},,
190,427,0.227450980392157,{'C': 0.12},,
190,498,0.227450980392157,{'C': 0.12},,
190,722,0.227450980392157,{'C': 0.12},7.70371977754894E-34,2.77555756156289E-17
191,333,0.231884057971014,{'C': 0.5},,
191,38,0.231884057971014,{'C': 0.5},,
191,801,0.231884057971014,{'C': 0.5},,
191,565,0.231884057971014,{'C': 0.5},,
191,154,0.231884057971014,{'C': 0.5},0,0
192,623,0.219931271477663,{'C': 0.05},,
192,319,0.219931271477663,{'C': 0.05},,
192,470,0.219931271477663,{'C': 0.05},,
192,14,0.219931271477663,{'C': 0.05},,
192,173,0.219931271477663,{'C': 0.05},7.70371977754894E-34,2.77555756156289E-17
193,431,0.695652173913043,{'C': 0.05},,
193,832,0.695652173913043,{'C': 0.05},,
193,336,0.695652173913043,{'C': 0.05},,
193,554,0.695652173913043,{'C': 0.05},,
193,69,0.695652173913043,{'C': 0.05},,
193,482,0.695652173913043,{'C': 0.05},,
193,601,0.695652173913043,{'C': 0.05},,
193,15,0.695652173913043,{'C': 0.05},,
193,909,0.695652173913043,{'C': 0.05},,
193,215,0.695652173913043,{'C': 0.05},,
193,451,0.695652173913043,{'C': 0.05},,
193,121,0.695652173913043,{'C': 0.05},,
193,91,0.695652173913043,{'C': 0.05},0,0
193,341,0.695652173913043,{'C': 0.05},,
193,873,0.695652173913043,{'C': 0.05},,
193,8,0.695652173913043,{'C': 0.05},,
193,639,0.695652173913043,{'C': 0.05},,
193,142,0.695652173913043,{'C': 0.05},0,0
194,880,0.746666666666667,{'C': 0.25},,
194,361,0.746666666666667,{'C': 0.25},,
194,625,0.746666666666667,{'C': 0.25},,
194,873,0.746666666666667,{'C': 0.25},,
194,754,0.746666666666667,{'C': 0.25},0,0
194,650,0.746666666666667,{'C': 0.25},,
194,760,0.746666666666667,{'C': 0.25},,
194,798,0.746666666666667,{'C': 0.25},,
194,152,0.746666666666667,{'C': 0.25},,
194,140,0.746666666666667,{'C': 0.25},0,0
195,761,0.725,{'C': 0.05},,
195,49,0.725,{'C': 0.05},,
195,141,0.725,{'C': 0.05},,
195,268,0.725,{'C': 0.05},,
195,605,0.725,{'C': 0.05},0,0
195,158,0.725,{'C': 0.05},,
195,255,0.725,{'C': 0.05},,
195,944,0.725,{'C': 0.05},,
195,781,0.725,{'C': 0.05},,
195,458,0.725,{'C': 0.05},0,0
196,539,0.725,{'C': 0.05},,
196,65,0.725,{'C': 0.05},,
196,126,0.725,{'C': 0.05},,
196,120,0.725,{'C': 0.05},,
196,431,0.725,{'C': 0.05},0,0
196,542,0.725,{'C': 0.05},,
196,576,0.725,{'C': 0.05},,
196,126,0.725,{'C': 0.05},,
196,210,0.725,{'C': 0.05},,
196,992,0.725,{'C': 0.05},0,0
197,374,0.747252747252747,{'C': 0.05},,
197,755,0.747252747252747,{'C': 0.05},,
197,172,0.747252747252747,{'C': 0.05},,
197,272,0.747252747252747,{'C': 0.05},,
197,231,0.747252747252747,{'C': 0.05},0,0
197,7,0.747252747252747,{'C': 0.05},,
197,790,0.747252747252747,{'C': 0.05},,
197,631,0.747252747252747,{'C': 0.05},,
197,388,0.747252747252747,{'C': 0.05},,
197,868,0.747252747252747,{'C': 0.05},0,0
198,388,0.696969696969697,{'C': 0.05},,
198,90,0.696969696969697,{'C': 0.05},,
198,79,0.696969696969697,{'C': 0.05},,
198,301,0.696969696969697,{'C': 0.05},,
198,40,0.696969696969697,{'C': 0.05},0,0
198,922,0.696969696969697,{'C': 0.05},,
198,735,0.696969696969697,{'C': 0.05},,
198,636,0.696969696969697,{'C': 0.05},,
198,877,0.696969696969697,{'C': 0.05},,
198,452,0.696969696969697,{'C': 0.05},0,0
199,285,0.695652173913043,{'C': 0.05},,
199,270,0.695652173913043,{'C': 0.05},,
199,629,0.695652173913043,{'C': 0.05},,
199,201,0.695652173913043,{'C': 0.05},,
199,961,0.695652173913043,{'C': 0.05},0,0
199,929,0.695652173913043,{'C': 0.05},,
199,901,0.695652173913043,{'C': 0.05},,
199,280,0.695652173913043,{'C': 0.05},,
199,688,0.695652173913043,{'C': 0.05},,
199,937,0.695652173913043,{'C': 0.05},0,0
200,547,0.746666666666667,{'C': 0.25},,
200,103,0.746666666666667,{'C': 0.25},,
200,496,0.746666666666667,{'C': 0.25},,
200,565,0.746666666666667,{'C': 0.25},,
200,822,0.746666666666667,{'C': 0.25},0,0
200,602,0.746666666666667,{'C': 0.25},,
200,8,0.746666666666667,{'C': 0.25},,
200,446,0.746666666666667,{'C': 0.25},,
200,622,0.746666666666667,{'C': 0.25},,
200,875,0.746666666666667,{'C': 0.25},0,0
201,83,0.725,{'C': 0.05},,
201,554,0.725,{'C': 0.05},,
201,160,0.725,{'C': 0.05},,
201,192,0.725,{'C': 0.05},,
201,43,0.725,{'C': 0.05},0,0
201,375,0.725,{'C': 0.05},,
201,752,0.725,{'C': 0.05},,
201,664,0.725,{'C': 0.05},,
201,611,0.725,{'C': 0.05},,
201,113,0.725,{'C': 0.05},0,0
202,233,0.725,{'C': 0.05},,
202,518,0.725,{'C': 0.05},,
202,28,0.725,{'C': 0.05},,
202,31,0.725,{'C': 0.05},,
202,678,0.725,{'C': 0.05},0,0
202,806,0.725,{'C': 0.05},,
202,708,0.725,{'C': 0.05},,
202,54,0.725,{'C': 0.05},,
202,251,0.725,{'C': 0.05},,
202,782,0.725,{'C': 0.05},0,0
