1014,2000,2000,0.99,No difference,Fuzzy,Not removed stopwords,Compression,Anorexia Model,Level concatenation lowercase,tf,0.8275862068965518,{'C': 0.05}
1026,2000,2000,0.99,No difference,Not Fuzzy,Not removed stopwords,Compression,Anorexia Model,Level concatenation lowercase,tf,0.8275862068965518,{'C': 0.05}
1013,1500,1200,0.99,No difference,Fuzzy,Not removed stopwords,Compression,Anorexia Model,Level concatenation lowercase,tf,0.8222222222222222,{'C': 0.05}
1025,1500,1200,0.99,No difference,Not Fuzzy,Not removed stopwords,Compression,Anorexia Model,Level concatenation lowercase,tf,0.8222222222222222,{'C': 0.05}
989,1500,1200,0.99,No difference,Fuzzy,Removed stopwords,Compression,Anorexia Model,Level concatenation lowercase,tf,0.8089887640449439,{'C': 1}
1001,1500,1200,0.99,No difference,Not Fuzzy,Removed stopwords,Compression,Anorexia Model,Level concatenation lowercase,tf,0.8089887640449439,{'C': 1}
990,2000,2000,0.99,No difference,Fuzzy,Removed stopwords,Compression,Anorexia Model,Level concatenation lowercase,tf,0.7999999999999999,{'C': 1}
1002,2000,2000,0.99,No difference,Not Fuzzy,Removed stopwords,Compression,Anorexia Model,Level concatenation lowercase,tf,0.7999999999999999,{'C': 1}
1033,1000,1500,0.99,Difference,Fuzzy,Removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7865168539325843,{'C': 0.12}
1034,1000,1200,0.99,Difference,Fuzzy,Removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7865168539325843,{'C': 0.05}
1045,1000,1500,0.99,Difference,Not Fuzzy,Removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7865168539325843,{'C': 0.05}
1046,1000,1200,0.99,Difference,Not Fuzzy,Removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7865168539325843,{'C': 0.05}
3033,1000,1500,0.95,Difference,Fuzzy,Removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7865168539325843,{'C': 0.05}
3034,1000,1200,0.95,Difference,Fuzzy,Removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7865168539325843,{'C': 0.05}
3045,1000,1500,0.95,Difference,Not Fuzzy,Removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7865168539325843,{'C': 0.05}
3046,1000,1200,0.95,Difference,Not Fuzzy,Removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7865168539325843,{'C': 0.05}
1057,1000,1500,0.99,Difference,Fuzzy,Not removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7777777777777778,{'C': 0.05}
1058,1000,1200,0.99,Difference,Fuzzy,Not removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7777777777777778,{'C': 0.05}
1069,1000,1500,0.99,Difference,Not Fuzzy,Not removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7777777777777778,{'C': 0.05}
1070,1000,1200,0.99,Difference,Not Fuzzy,Not removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7777777777777778,{'C': 0.05}
3057,1000,1500,0.95,Difference,Fuzzy,Not removed stopwords,Compression,Pre_trained Model,Level concatenation lowercase,tf,0.7777777777777778,{'C': 0.05}
