
152,[766, 375, 418, 868],0.000518288764460879,0.022765956260629137
133,[499, 447, 809, 215],0.0015959857475992957,0.039949790332357134
153,[575, 94, 702, 661],0.0016136373932702668,0.04017010571644375
134,[862, 915, 791, 887],0.0014257231140356874,0.0377587488409731
154,[825, 809, 579, 259],0.0018000996118957113,0.042427580792400964
135,[646, 488, 556, 789],0.003023639415272094,0.0549876296567882
155,[931, 289, 905, 851],0.0033895201921778006,0.05821958598425276
136,[776, 760, 135, 286],0.00325151777706537,0.05702208148660806
156,[409, 638, 656, 143],0.00622348560682634,0.07888907152975208
137,[357, 593, 545, 285],0.0005861917295194842,0.02421139668667391
157,[109, 330, 943, 938],0.0005602300799191938,0.02366917995873946
138,[174, 10, 845, 904],0.0017039207456332288,0.04127857489828384
139,[389, 764, 15, 667],0.000728609434119883,0.02699276632951656
158,[973, 91, 590, 64],0.0022597155997469438,0.04753646599976637
159,[457, 42, 170, 246],0.0008475379621903509,0.02911250525444952
