	best_parameter	f1	is_norm_dataset	is_norm_vec	dict
1	{'C': 4}	0.4095238095238095	normalize	avg	dict29_ex
2	{'C': 4}	0.4095238095238095	normalize	norm	dict29_ex
3	{'C': 0.12}	0.47945205479452063	standard	avg	dict29_ex
4	{'C': 0.12}	0.42528735632183906	standard	norm	dict29_ex
5	{'C': 4}	0.3990825688073394	normalize	none	dict51
6	{'C': 1}	0.4353312302839117	standard	none	dict51
7	{'C': 4}	0.3990825688073394	normalize	avg	dict51
8	{'C': 4}	0.3990825688073394	normalize	norm	dict51
