	score1	score2	tol	fuzzy	remove_stop	svm	compress	n_dif	best	f1	words_pos	words_neg	concatenate	word_embeddings
1	0.0003	0.0003	0.99	True	False	True	False	True	{'C': 4}	0.14161008729388944	1529	8000	True	1
2	0.0003	0.0007	0.99	True	False	True	False	True	{'C': 4}	0.14161008729388944	1529	8000	True	1
3	0.0003	0.0001	0.99	True	False	True	False	True	{'C': 0.5}	0.13894324853228962	1529	5009	True	1
4	0.0001	0.0001	0.99	True	False	True	False	True	{'C': 0.12}	0.15026455026455024	747	5009	True	1
5	0.0001	0.0005	0.99	True	False	True	False	True	{'C': 0.12}	0.14602587800369687	747	8000	True	1
6	0.0001	5e-05	0.99	True	False	True	False	True	{'C': 0.25}	0.15299334811529933	747	3432	True	1
7	5e-05	5e-05	0.99	True	False	True	False	True	{'C': 0.12}	0.0	447	3432	True	1
8	5e-05	1e-05	0.99	True	False	True	False	True	{'C': 4}	0.166073546856465	447	1418	True	1
9	5e-05	8e-05	0.99	True	False	True	False	True	{'C': 1}	0.141804788213628	447	4403	True	1
10	1e-05	1e-05	0.99	True	False	True	False	True	{'C': 4}	0.13709677419354838	133	1418	True	1
11	1e-05	6e-05	0.99	True	True	True	False	True	{'C': 2}	0.13987284287011809	133	3769	True	1
12	1e-05	5e-06	0.99	True	True	True	False	True	{'C': 0.05}	0.1664887940234792	133	875	True	1
13	3e-05	3e-05	0.99	True	True	True	False	True	{'C': 2}	0.14188532555879493	318	2608	True	1
14	3e-05	8e-05	0.99	True	True	True	False	True	{'C': 0.5}	0.13737734165923282	318	4403	True	1
15	3e-05	1e-05	0.99	True	True	True	False	True	{'C': 0.5}	0.0	318	1418	True	1
16	0.007	0.007	0.99	True	True	True	False	True	{'C': 4}	0.17057169634489222	8000	8000	True	1
17	0.007	0.003	0.99	True	True	True	False	True	{'C': 4}	0.17057169634489222	8000	8000	True	1
18	0.007	0.009	0.99	True	True	True	False	True	{'C': 4}	0.17057169634489222	8000	8000	True	1
19	9e-07	4e-07	0.99	True	True	True	False	True	{'C': 0.25}	0.21884498480243159	18	105	True	1
20	5e-06	5e-06	0.99	True	True	True	False	True	{'C': 0.05}	0.1376518218623482	73	875	True	1
