
40,[329, 630, 142, 335, 327],0.0,0.0
41,[172, 112, 812, 40, 173],0.0,0.0
60,[405, 84, 141, 245, 224],7.703719777548943e-34,2.7755575615628914e-17
80,[602, 185, 537, 401, 750],0.0,0.0
42,[622, 771, 639, 790, 542],0.0,0.0
43,[82, 235, 970, 13, 759],0.0,0.0
44,[132, 48, 837, 907, 328],0.0,0.0
61,[87, 180, 997, 504, 45],0.0,0.0
45,[768, 916, 525, 757, 75],0.0,0.0
62,[270, 514, 349, 86, 274],0.0,0.0
46,[242, 955, 769, 340, 681],0.0,0.0
47,[801, 71, 144, 593, 185],1.232595164407831e-32,1.1102230246251565e-16
63,[575, 276, 155, 562, 924],0.0,0.0
48,[531, 436, 745, 42, 30],0.0,0.0
49,[185, 964, 274, 951, 345],0.0,0.0
64,[116, 182, 151, 519, 620],0.0,0.0
50,[641, 501, 38, 657, 386],0.0,0.0
51,[59, 437, 23, 905, 763],0.0,0.0
52,[973, 690, 554, 732, 463],0.0,0.0
65,[612, 681, 273, 47, 340],0.0,0.0
53,[752, 192, 660, 504, 60],0.0,0.0
66,[78, 366, 278, 154, 554],0.0,0.0
54,[300, 928, 888, 403, 505],0.0,0.0
67,[398, 241, 32, 3, 726],0.0,0.0
55,[886, 623, 327, 863, 905],0.0,0.0
56,[714, 662, 574, 533, 950],0.0,0.0
68,[306, 431, 433, 10, 103],0.0,0.0
57,[268, 932, 960, 545, 161],0.0,0.0
69,[250, 242, 180, 189, 298],0.0,0.0
58,[406, 328, 205, 968, 358],0.0,0.0
70,[603, 576, 190, 637, 585],0.0,0.0
59,[759, 341, 732, 750, 659],0.0,0.0
71,[364, 959, 501, 133, 404],0.0,0.0
72,[730, 932, 341, 512, 754],0.0,0.0
73,[603, 161, 27, 430, 617],0.0,0.0
74,[283, 913, 175, 934, 118],0.0,0.0
75,[968, 500, 91, 194, 200],0.0,0.0
76,[690, 118, 504, 222, 52],0.0,0.0
77,[975, 430, 390, 872, 322],0.0,0.0
20,[260, 688, 212, 950, 225],1.232595164407831e-32,1.1102230246251565e-16
21,[977, 646, 324, 876, 317],1.232595164407831e-32,1.1102230246251565e-16
22,[340, 397, 29, 300, 588],1.232595164407831e-32,1.1102230246251565e-16
23,[159, 235, 557, 930, 675],1.232595164407831e-32,1.1102230246251565e-16
24,[778, 561, 633, 924, 415],1.232595164407831e-32,1.1102230246251565e-16
25,[338, 922, 688, 803, 620],1.232595164407831e-32,1.1102230246251565e-16
26,[752, 729, 920, 34, 46],0.0,0.0
27,[807, 604, 115, 569, 213],0.0,0.0
0,[272, 174, 282, 180, 852],0.0,0.0
28,[796, 365, 564, 713, 673],0.0,0.0
29,[891, 367, 364, 87, 716],0.0,0.0
30,[7, 14, 754, 470, 462],0.0,0.0
31,[168, 567, 279, 520, 558],0.0,0.0
1,[831, 664, 682, 214, 150],0.0,0.0
32,[538, 932, 950, 110, 259],0.0,0.0
33,[116, 382, 117, 400, 263],0.0,0.0
34,[414, 178, 797, 392, 654],0.0,0.0
35,[873, 278, 772, 820, 722],0.0,0.0
36,[137, 868, 528, 746, 294],0.0,0.0
2,[537, 374, 290, 922, 649],0.0,0.0
37,[366, 913, 196, 75, 561],0.0,0.0
38,[493, 218, 647, 240, 377],0.0,0.0
39,[809, 152, 878, 693, 857],0.0,0.0
3,[323, 881, 739, 755, 265],0.0,0.0
79,[109, 189, 764, 380, 17],0.0,0.0
4,[578, 48, 960, 547, 441],0.0,0.0
80,[453, 354, 968, 368, 326],0.0,0.0
5,[379, 987, 414, 916, 97],0.0,0.0
6,[739, 848, 118, 88, 334],0.0,0.0
7,[979, 803, 988, 712, 772],0.0,0.0
8,[910, 270, 33, 648, 619],0.0,0.0
9,[845, 479, 926, 764, 568],0.0,0.0
10,[582, 303, 247, 595, 111],0.0,0.0
11,[312, 286, 950, 698, 343],0.0,0.0
12,[858, 56, 939, 916, 715],0.0,0.0
13,[824, 200, 803, 844, 378],0.0,0.0
14,[228, 159, 973, 313, 564],0.0,0.0
15,[65, 338, 229, 280, 111],0.0,0.0
16,[330, 683, 743, 144, 691],0.0,0.0
17,[955, 593, 170, 23, 265],0.0,0.0
18,[285, 761, 500, 77, 179],0.0,0.0
19,[47, 602, 56, 10, 774],0.0,0.0
80,[384, 826, 666, 556, 400],0.0,0.0
80,[926, 676, 200, 622, 407],0.0,0.0
81,[944, 712, 824, 796, 606],0.0,0.0
82,[976, 70, 422, 920, 9],0.0,0.0
83,[103, 314, 71, 164, 197],0.0,0.0
84,[421, 1, 774, 852, 628],0.0,0.0
85,[542, 863, 305, 849, 823],0.0,0.0
86,[698, 296, 27, 777, 821],0.0,0.0
87,[377, 80, 544, 170, 430],0.0,0.0
88,[301, 207, 300, 585, 906],0.0,0.0
89,[837, 642, 621, 261, 62],0.0,0.0
90,[435, 414, 73, 677, 374],0.0,0.0
91,[585, 348, 968, 244, 286],0.0,0.0
92,[498, 377, 194, 762, 821],0.0,0.0
93,[408, 769, 156, 299, 721],0.0,0.0
94,[232, 802, 648, 513, 80],0.0,0.0
95,[533, 442, 835, 44, 392],0.0,0.0
96,[294, 826, 329, 775, 391],1.2985958931904933e-05,0.003603603603603611
97,[625, 752, 822, 518, 774],0.0,0.0
98,[706, 0, 818, 296, 59],0.0,0.0
99,[711, 619, 444, 397, 579],0.0,0.0
