Num_experimento,Seed,F1-score,best_parameter,varianza,std

19,232,0.21884498480243159,{'C': 0.25}
19,583,0.21884498480243159,{'C': 0.25}
19,392,0.21884498480243159,{'C': 0.25}
19,989,0.21884498480243159,{'C': 0.25}
19,567,0.21884498480243159,{'C': 0.25},0.0,0.0
12,380,0.1664887940234792,{'C': 0.05}
12,869,0.1664887940234792,{'C': 0.05}
12,84,0.1664887940234792,{'C': 0.05}
12,263,0.1664887940234792,{'C': 0.05}
12,526,0.1664887940234792,{'C': 0.05},0.0,0.0
20,106,0.1376518218623482,{'C': 0.05}
20,273,0.1376518218623482,{'C': 0.05}
20,683,0.1376518218623482,{'C': 0.05}
20,661,0.1376518218623482,{'C': 0.05}
20,638,0.1376518218623482,{'C': 0.05},0.0,0.0
15,388,0.020202020202020204,{'C': 2}
15,686,0.1518716577540107,{'C': 4}
15,171,0.25274725274725274,{'C': 4}
15,405,0.1451990632318501,{'C': 1}
15,342,0.0,{'C': 0.5},0.008690501017344534,0.09322285673237296
59,345,0.21884498480243159,{'C': 0.25}
59,22,0.21884498480243159,{'C': 0.25}
59,21,0.21884498480243159,{'C': 0.25}
59,203,0.21884498480243159,{'C': 0.25}
59,374,0.21884498480243159,{'C': 0.25},0.0,0.0
60,110,0.1372351160443996,{'C': 0.12}
52,203,0.16631130063965885,{'C': 0.05}
60,354,0.1372351160443996,{'C': 0.12}
52,60,0.16631130063965885,{'C': 0.05}
60,304,0.1372351160443996,{'C': 0.12}
52,357,0.16631130063965885,{'C': 0.05}
60,747,0.1372351160443996,{'C': 0.12}
52,688,0.16631130063965885,{'C': 0.05}
60,273,0.1372351160443996,{'C': 0.12},0.0,0.0
52,720,0.16631130063965885,{'C': 0.05},0.0,0.0
13,805,0.0,{'C': 1}
13,348,0.14038461538461539,{'C': 4}
13,466,0.14068441064638784,{'C': 4}
55,801,0.1501057082452431,{'C': 4}
13,903,0.13827993254637438,{'C': 1}
55,347,0.153690596562184,{'C': 2}
13,506,0.14188532555879493,{'C': 2},0.003151188930318908,0.05613545163547638
55,91,0.16209476309226933,{'C': 1}
55,897,0.15094339622641512,{'C': 4}
55,685,0.16321243523316062,{'C': 4},3.096203609705387e-05,0.005564354059282521
10,216,0.14481897627965043,{'C': 2}
10,603,0.13092852371409486,{'C': 2}
10,887,0.14192139737991266,{'C': 4}
10,801,0.1375968992248062,{'C': 4}
10,114,0.13709677419354838,{'C': 4},2.234870614373756e-05,0.004727441818122943
8,26,0.1787709497206704,{'C': 2}
8,728,0.16983523447401774,{'C': 4}
8,555,0.13092852371409486,{'C': 2}
8,419,0.1469265367316342,{'C': 0.25}
8,948,0.166073546856465,{'C': 4},0.0002981777339329539,0.01726782365942373
11,551,0.13983440662373506,{'C': 0.5}
53,957,0.1400189214758751,{'C': 4}
72,576,0.15087396504139836,{'C': 1}
11,608,0.1370309951060359,{'C': 0.25}
53,449,0.1418293936279548,{'C': 2}
72,358,0.15594541910331386,{'C': 1}
11,902,0.14285714285714288,{'C': 0.5}
53,39,0.16133942161339423,{'C': 1}
72,516,0.14431239388794567,{'C': 0.12}
11,886,0.14100185528756956,{'C': 0.12}
53,386,0.1353135313531353,{'C': 0.5}
72,593,0.14459665144596653,{'C': 0.05}
11,771,0.13987284287011809,{'C': 2},3.5908439412966572e-06,0.0018949522266528667
53,958,0.13387978142076504,{'C': 0.5},9.749598807955433e-05,0.009874005675487246
72,262,0.1377840909090909,{'C': 0.05},3.850358004282878e-05,0.006205125304361611
50,125,0.13469735720375106,{'C': 4}
50,773,0.13092852371409486,{'C': 0.25}
50,84,0.0,{'C': 1}
48,167,0.16901408450704228,{'C': 4}
50,764,0.13136729222520108,{'C': 4}
48,733,0.17206982543640897,{'C': 2}
50,935,0.07692307692307691,{'C': 2},0.0027081718348349625,0.05204009833613848
32,67,0.13728323699421965,{'C': 0.5}
48,378,0.1703225806451613,{'C': 4}
48,710,0.17220172201722017,{'C': 4}
32,13,0.14779116465863457,{'C': 0.25}
48,456,0.1653272101033295,{'C': 2},6.363229053399333e-06,0.002522544162824376
