
100,[421],0.0,0.0
150,[278],0.0,0.0
110,[0],0.0,0.0
160,[178],0.0,0.0
120,[134],0.0,0.0
130,[35],0.0,0.0
170,[94],0.0,0.0
140,[270],0.0,0.0
180,[59],0.0,0.0
101,[693],0.0,0.0
190,[307],0.0,0.0
111,[777],0.0,0.0
151,[381],0.0,0.0
121,[999],0.0,0.0
161,[970],0.0,0.0
131,[565],0.0,0.0
171,[656],0.0,0.0
141,[413],0.0,0.0
181,[16],0.0,0.0
102,[419],0.0,0.0
112,[862],0.0,0.0
191,[904],0.0,0.0
122,[890],0.0,0.0
152,[811],0.0,0.0
132,[696],0.0,0.0
162,[387],0.0,0.0
142,[34],0.0,0.0
172,[945],0.0,0.0
103,[547],0.0,0.0
182,[564],0.0,0.0
113,[786],0.0,0.0
192,[985],0.0,0.0
123,[574],0.0,0.0
153,[188],0.0,0.0
133,[832],0.0,0.0
163,[5],0.0,0.0
143,[496],0.0,0.0
104,[848],0.0,0.0
173,[675],0.0,0.0
0,[466],0.0,0.0
114,[316],0.0,0.0
183,[460],0.0,0.0
10,[916],0.0,0.0
124,[706],0.0,0.0
50,[92],0.0,0.0
193,[602],0.0,0.0
20,[361],0.0,0.0
134,[845],0.0,0.0
60,[577],0.0,0.0
30,[313],0.0,0.0
154,[908],0.0,0.0
144,[339],0.0,0.0
70,[909],0.0,0.0
40,[517],0.0,0.0
164,[474],0.0,0.0
105,[401],0.0,0.0
80,[87],0.0,0.0
1,[550],0.0,0.0
115,[429],0.0,0.0
174,[769],0.0,0.0
11,[376],0.0,0.0
90,[670],0.0,0.0
125,[899],0.0,0.0
184,[174],0.0,0.0
21,[2],0.0,0.0
51,[0],0.0,0.0
135,[720],0.0,0.0
194,[252],0.0,0.0
31,[100],0.0,0.0
61,[973],0.0,0.0
145,[907],0.0,0.0
155,[225],0.0,0.0
41,[842],0.0,0.0
106,[963],0.0,0.0
71,[536],0.0,0.0
2,[303],0.0,0.0
165,[560],0.0,0.0
116,[397],0.0,0.0
81,[897],0.0,0.0
12,[609],0.0,0.0
175,[975],0.0,0.0
126,[542],0.0,0.0
22,[203],0.0,0.0
91,[741],0.0,0.0
185,[449],0.0,0.0
136,[257],0.0,0.0
32,[704],0.0,0.0
52,[381],0.0,0.0
146,[46],0.0,0.0
195,[429],0.0,0.0
42,[686],0.0,0.0
62,[263],0.0,0.0
107,[74],0.0,0.0
156,[194],0.0,0.0
3,[366],0.0,0.0
72,[36],0.0,0.0
166,[504],0.0,0.0
117,[754],0.0,0.0
13,[647],0.0,0.0
82,[389],0.0,0.0
176,[957],0.0,0.0
23,[536],0.0,0.0
127,[937],0.0,0.0
92,[652],0.0,0.0
186,[971],0.0,0.0
33,[726],0.0,0.0
137,[132],0.0,0.0
53,[519],0.0,0.0
196,[889],0.0,0.0
43,[326],0.0,0.0
147,[661],0.0,0.0
63,[60],0.0,0.0
4,[295],0.0,0.0
157,[6],0.0,0.0
108,[696],0.0,0.0
14,[11],0.0,0.0
73,[778],0.0,0.0
167,[22],0.0,0.0
24,[147],0.0,0.0
118,[235],0.0,0.0
83,[360],0.0,0.0
34,[825],0.0,0.0
177,[268],0.0,0.0
128,[536],0.0,0.0
93,[232],0.0,0.0
44,[811],0.0,0.0
138,[510],0.0,0.0
187,[999],0.0,0.0
54,[0],0.0,0.0
5,[260],0.0,0.0
15,[889],0.0,0.0
148,[171],0.0,0.0
197,[253],0.0,0.0
64,[501],0.0,0.0
25,[745],0.0,0.0
109,[888],0.0,0.0
74,[783],0.0,0.0
158,[102],0.0,0.0
35,[573],0.0,0.0
119,[590],0.0,0.0
84,[339],0.0,0.0
45,[977],0.0,0.0
129,[653],0.0,0.0
168,[856],0.0,0.0
94,[86],0.0,0.0
139,[968],0.0,0.0
6,[965],0.0,0.0
178,[29],0.0,0.0
16,[141],0.0,0.0
55,[2],0.0,0.0
149,[134],0.0,0.0
26,[591],0.0,0.0
65,[739],0.0,0.0
188,[253],0.0,0.0
36,[860],0.0,0.0
75,[565],0.0,0.0
46,[427],0.0,0.0
198,[534],0.0,0.0
85,[945],0.0,0.0
7,[628],0.0,0.0
159,[295],0.0,0.0
95,[565],0.0,0.0
169,[819],0.0,0.0
17,[147],0.0,0.0
56,[658],0.0,0.0
179,[216],0.0,0.0
27,[336],0.0,0.0
66,[430],0.0,0.0
189,[52],0.0,0.0
37,[667],0.0,0.0
76,[553],0.0,0.0
199,[525],0.0,0.0
47,[279],0.0,0.0
86,[140],0.0,0.0
96,[282],0.0,0.0
8,[142],0.0,0.0
18,[724],0.0,0.0
57,[969],0.0,0.0
28,[83],0.0,0.0
67,[886],0.0,0.0
38,[81],0.0,0.0
77,[729],0.0,0.0
48,[733],0.0,0.0
87,[412],0.0,0.0
9,[8],0.0,0.0
19,[138],0.0,0.0
97,[482],0.0,0.0
29,[288],0.0,0.0
58,[780],0.0,0.0
39,[867],0.0,0.0
68,[534],0.0,0.0
49,[592],0.0,0.0
78,[588],0.0,0.0
88,[357],0.0,0.0
98,[858],0.0,0.0
59,[299],0.0,0.0
69,[399],0.0,0.0
79,[150],0.0,0.0
89,[462],0.0,0.0
99,[299],0.0,0.0
