620,100,200,0.99,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,10,Pre_trained Model,Level concatenation upercase,binary,0.6593406593406594,{'C': 0.05}
932,100,200,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,10,Pre_trained Model,Level concatenation upercase,tf,0.6588235294117647,{'C': 0.05}
836,100,100,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post lowercase,tf,0.6575342465753423,{'C': 1}
538,100,200,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level concatenation upercase,binary,0.6571428571428573,{'C': 0.5}
593,100,100,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,5,Pre_trained Model,Level post lowercase,binary,0.6567164179104478,{'C': 0.05}
677,100,100,0.9,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level post upercase,binary,0.6534653465346535,{'C': 0.05}
596,500,200,0.9,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5,Pre_trained Model,Level post lowercase,binary,0.6534653465346535,{'C': 0.12}
863,200,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,20,Pre_trained Model,Level concatenation upercase,tf,0.6493506493506495,{'C': 0.05}
683,500,200,0.9,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level post lowercase,binary,0.6491228070175438,{'C': 0.12}
452,300,700,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,both,5-10-20,Pre_trained Model,Level post upercase,tf,0.6486486486486487,{'C': 0.05}
981,100,100,0.99,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level post upercase,tf,0.6486486486486487,{'C': 0.12}
578,100,200,0.99,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,10,Pre_trained Model,Level concatenation upercase,binary,0.6458333333333333,{'C': 4}
564,100,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,10,Pre_trained Model,Level post upercase,binary,0.6444444444444445,{'C': 0.05}
616,100,100,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,10,Pre_trained Model,Level post lowercase,binary,0.6422018348623854,{'C': 0.05}
847,300,700,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,tf,0.6422018348623854,{'C': 0.05}
823,200,100,0.95,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,5-10-20,Pre_trained Model,Level concatenation upercase,binary,0.6415094339622641,{'C': 0.25}
484,100,100,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,both,10-20,Pre_trained Model,Level post lowercase,tf,0.64,{'C': 0.05}
542,100,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,20,Pre_trained Model,Level post upercase,binary,0.6391752577319588,{'C': 0.05}
769,100,100,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,10-20,Pre_trained Model,Level post lowercase,binary,0.6391752577319588,{'C': 0.05}
770,100,100,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,10-20,Pre_trained Model,Level post lowercase,binary,0.6391752577319588,{'C': 0.12}
862,100,200,0.99,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,20,Pre_trained Model,Level concatenation upercase,tf,0.638888888888889,{'C': 0.05}
521,100,100,0.95,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,binary,0.6363636363636365,{'C': 0.12}
522,100,100,0.95,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,binary,0.6349206349206349,{'C': 0.12}
552,500,200,0.9,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,20,Pre_trained Model,Level post lowercase,binary,0.6349206349206349,{'C': 0.05}
835,100,100,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post lowercase,tf,0.6301369863013699,{'C': 1}
642,100,200,0.99,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,20,Pre_trained Model,Level concatenation upercase,binary,0.6301369863013699,{'C': 0.05}
709,200,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5-20,Pre_trained Model,Level concatenation upercase,binary,0.6292134831460675,{'C': 0.05}
720,100,100,0.95,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5-10-20,Pre_trained Model,Level post upercase,binary,0.627906976744186,{'C': 0.05}
829,100,100,0.95,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,tf,0.6265060240963854,{'C': 0.25}
985,100,100,0.9,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level post upercase,tf,0.6262626262626262,{'C': 0.12}
689,200,100,0.95,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level concatenation upercase,binary,0.6238532110091743,{'C': 0.12}
673,100,100,0.99,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level post upercase,binary,0.6233766233766234,{'C': 0.12}
831,100,100,0.9,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,tf,0.6222222222222223,{'C': 0.12}
569,100,200,0.99,No difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,10,Anorexia Model,Level post lowercase,binary,0.6218487394957983,{'C': 0.05}
454,100,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,both,5-10,Pre_trained Model,Level post upercase,tf,0.6213592233009708,{'C': 0.05}
395,100,100,0.9,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,both,10-20,Pre_trained Model,Level post lowercase,binary,0.62,{'C': 0.05}
1028,100,100,0.95,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5-10-20,Pre_trained Model,Level post upercase,tf,0.62,{'C': 0.05}
428,100,200,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,both,5-20,Pre_trained Model,Level concatenation upercase,binary,0.6176470588235294,{'C': 0.12}
850,100,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,20,Pre_trained Model,Level post upercase,tf,0.6172839506172839,{'C': 0.25}
908,100,200,0.99,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,5,Pre_trained Model,Level concatenation upercase,tf,0.6122448979591836,{'C': 0.12}
499,100,100,0.95,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,both,5-20,Pre_trained Model,Level post upercase,tf,0.6111111111111112,{'C': 0.05}
964,100,100,0.9,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5-10,Pre_trained Model,Level post upercase,tf,0.6041666666666666,{'C': 0.12}
575,200,100,0.99,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,positive,10,Pre_trained Model,Level concatenation upercase,binary,0.6031746031746033,{'C': 0.05}
920,100,100,0.9,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10,Pre_trained Model,Level post upercase,tf,0.6024096385542169,{'C': 0.05}
600,100,200,0.99,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,5,Pre_trained Model,Level concatenation upercase,binary,0.6017699115044247,{'C': 0.05}
674,100,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level post upercase,binary,0.6016260162601625,{'C': 0.05}
592,100,200,0.99,No difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,5,Anorexia Model,Level post lowercase,binary,0.5982905982905983,{'C': 0.05}
1054,100,200,0.99,No difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5-10,Anorexia Model,Level post lowercase,tf,0.5977011494252873,{'C': 0.05}
621,200,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,10,Pre_trained Model,Level concatenation upercase,binary,0.5970149253731344,{'C': 0.05}
628,300,700,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,10,Pre_trained Model,Level post upercase,binary,0.5952380952380952,{'C': 2}
520,100,100,0.99,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,binary,0.5945945945945946,{'C': 0.05}
536,100,200,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level concatenation upercase,binary,0.59375,{'C': 0.05}
647,200,100,0.95,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,20,Pre_trained Model,Level concatenation upercase,binary,0.59375,{'C': 1}
431,100,100,0.99,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,both,5-10-20,Pre_trained Model,Level post upercase,tf,0.5915492957746479,{'C': 0.5}
1120,100,200,0.99,No difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5-10-20,Anorexia Model,Level post lowercase,tf,0.5892857142857143,{'C': 0.05}
389,100,100,0.95,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,both,10-20,Pre_trained Model,Level post upercase,binary,0.5882352941176471,{'C': 0.12}
830,100,100,0.95,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,tf,0.5882352941176471,{'C': 0.05}
362,100,200,0.95,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,both,5-10-20,Pre_trained Model,Level concatenation upercase,binary,0.5806451612903226,{'C': 4}
539,300,700,0.95,Difference,Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,binary,0.5806451612903225,{'C': 0.25}
898,100,100,0.9,Difference,Not Fuzzy,Removed stopwords,Full matrix,Clustering,negative,5,Pre_trained Model,Level post upercase,tf,0.58,{'C': 0.05}
682,100,100,0.9,Difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,negative,10-20,Pre_trained Model,Level post lowercase,binary,0.5797101449275363,{'C': 0.05}
1098,100,200,0.99,No difference,Not Fuzzy,Not removed stopwords,Full matrix,Clustering,positive,5-20,Anorexia Model,Level post lowercase,tf,0.5794392523364487,{'C': 0.05}
827,100,100,0.99,Difference,Fuzzy,Removed stopwords,Full matrix,Clustering,positive,5,Pre_trained Model,Level post upercase,tf,0.5789473684210527,{'C': 0.05}
