	best_parameter	f1	is_norm_dataset	is_norm_vec	dict
1	{'C': 4}	0.3333333333333333	normalize	none	dict29
2	{'C': 4}	0.5401459854014599	standard	none	dict29
3	{'C': 4}	0.3333333333333333	normalize	avg	dict29
4	{'C': 4}	0.3333333333333333	normalize	norm	dict29
5	{'C': 0.5}	0.627450980392157	standard	avg	dict29
6	{'C': 2}	0.3283582089552239	standard	norm	dict29
7	{'C': 4}	0.3384615384615385	normalize	none	dict29_ex
8	{'C': 2}	0.49295774647887325	standard	none	dict29_ex
