	best_parameter	f1	is_norm_dataset	is_norm_vec	dict
1	{'C': 0.05}	0.7142857142857142	standard	avg	dict51
2	{'C': 0.05}	0.6857142857142857	standard	norm	dict51
3	{'C': 4}	0.6226415094339622	normalize	none	dict51_ex
4	{'C': 2}	0.6868686868686867	standard	none	dict51_ex
5	{'C': 4}	0.6226415094339622	normalize	avg	dict51_ex
6	{'C': 4}	0.6226415094339622	normalize	norm	dict51_ex
7	{'C': 0.12}	0.6599999999999999	standard	avg	dict51_ex
8	{'C': 2}	0.5849056603773585	normalize	norm	dict51_ex
