	best_parameter	f1	is_norm_dataset	is_norm_vec	dict
1	{'C': 4}	0.6153846153846154	normalize	avg	dict29_ex
2	{'C': 4}	0.6153846153846154	normalize	norm	dict29_ex
3	{'C': 0.25}	0.7070707070707071	standard	avg	dict29_ex
4	{'C': 0.05}	0.6999999999999998	standard	norm	dict29_ex
5	{'C': 4}	0.6071428571428571	normalize	none	dict51
6	{'C': 1}	0.7311827956989247	standard	none	dict51
7	{'C': 4}	0.6071428571428571	normalize	avg	dict51
8	{'C': 4}	0.6071428571428571	normalize	norm	dict51
