	seed value	best_parameter	F1-score
1	37	{'C': 0.25}	0.44961240310077516
2	799	{'C': 0.25}	0.44961240310077516
3	758	{'C': 0.25}	0.44961240310077516
4	284	{'C': 0.25}	0.44961240310077516
5	1	{'C': 0.25}	0.44961240310077516
