	seed value	best_parameter	F1-score
1	87	{'C': 0.5}	0.32173913043478264
2	657	{'C': 0.5}	0.32173913043478264
3	856	{'C': 0.5}	0.32173913043478264
4	490	{'C': 0.5}	0.32173913043478264
5	46	{'C': 0.5}	0.32173913043478264
