	seed value	best_parameter	F1-score
1	170	{'C': 0.5}	0.460431654676259
2	483	{'C': 0.5}	0.460431654676259
3	496	{'C': 0.5}	0.460431654676259
4	642	{'C': 0.5}	0.460431654676259
5	635	{'C': 0.5}	0.460431654676259
