	seed value	best_parameter	F1-score
1	244	{'C': 0.05}	0.2391304347826087
2	382	{'C': 0.05}	0.24864864864864866
3	646	{'C': 0.05}	0.24864864864864866
4	332	{'C': 0.05}	0.24864864864864866
5	843	{'C': 0.05}	0.2391304347826087
