	seed value	best_parameter	F1-score
1	566	{'C': 0.05}	0.27860696517412936
2	371	{'C': 0.05}	0.27860696517412936
3	214	{'C': 0.05}	0.27860696517412936
4	94	{'C': 0.05}	0.2871287128712871
5	393	{'C': 0.05}	0.2727272727272727
