	seed value	best_parameter	F1-score
1	290	{'C': 1}	0.3312883435582822
2	273	{'C': 0.5}	0.30769230769230765
3	901	{'C': 0.25}	0.2869955156950673
4	899	{'C': 1}	0.33918128654970764
5	817	{'C': 0.5}	0.3243243243243243
