	seed value	best_parameter	F1-score
1	793	{'C': 2}	0.0
2	17	{'C': 4}	0.2553191489361702
3	779	{'C': 4}	0.6666666666666667
4	163	{'C': 4}	0.6969696969696971
5	921	{'C': 2}	0.3430962343096234
