	seed value	best_parameter	F1-score
1	200	{'C': 4}	0.20657276995305165
2	625	{'C': 4}	0.20657276995305165
3	729	{'C': 4}	0.20657276995305165
4	578	{'C': 4}	0.20657276995305165
5	69	{'C': 4}	0.20657276995305165
