	seed value	best_parameter	F1-score
1	669	{'C': 0.05}	0.1581920903954802
2	876	{'C': 0.05}	0.1581920903954802
3	441	{'C': 0.05}	0.1581920903954802
4	381	{'C': 0.05}	0.1581920903954802
5	258	{'C': 0.05}	0.1581920903954802
