	seed value	best_parameter	F1-score
1	413	{'C': 0.05}	0.17241379310344826
2	92	{'C': 0.05}	0.17241379310344826
3	751	{'C': 0.05}	0.17241379310344826
4	271	{'C': 0.05}	0.17241379310344826
5	640	{'C': 0.05}	0.17241379310344826
