	seed value	best_parameter	F1-score
1	250	{'C': 4}	0.460431654676259
2	276	{'C': 4}	0.460431654676259
3	625	{'C': 4}	0.460431654676259
4	738	{'C': 4}	0.460431654676259
5	383	{'C': 4}	0.460431654676259
