	seed value	best_parameter	F1-score
1	525	{'C': 0.05}	0.21645021645021645
2	132	{'C': 0.05}	0.21645021645021645
3	877	{'C': 0.05}	0.21645021645021645
4	786	{'C': 0.05}	0.21645021645021645
5	528	{'C': 0.05}	0.21645021645021645
