	seed value	best_parameter	F1-score
1	585	{'C': 4}	0.7804878048780488
2	233	{'C': 4}	0.7894736842105263
3	440	{'C': 4}	0.5
4	126	{'C': 4}	0.5263157894736842
5	225	{'C': 0.5}	0.2271468144044321
