	seed value	best_parameter	F1-score
1	131	{'C': 4}	0.676923076923077
2	961	{'C': 4}	0.676923076923077
3	917	{'C': 4}	0.676923076923077
4	516	{'C': 4}	0.676923076923077
5	673	{'C': 4}	0.676923076923077
