	seed value	best_parameter	F1-score
1	599	{'C': 0.12}	0.28571428571428575
2	328	{'C': 0.12}	0.2736842105263158
3	150	{'C': 0.5}	0.29126213592233013
4	91	{'C': 0.5}	0.3076923076923077
5	834	{'C': 0.5}	0.30188679245283023
