	seed value	best_parameter	F1-score
1	119	{'C': 0.5}	0.310880829015544
2	723	{'C': 0.5}	0.310880829015544
3	979	{'C': 0.5}	0.310880829015544
4	541	{'C': 0.5}	0.310880829015544
5	800	{'C': 0.5}	0.310880829015544
