	seed value	best_parameter	F1-score
1	906	{'C': 4}	0.6666666666666667
2	580	{'C': 4}	0.6829268292682927
3	454	{'C': 2}	0.5277777777777779
4	2	{'C': 2}	0.6666666666666667
5	68	{'C': 4}	0.6588235294117647
