	seed value	best_parameter	F1-score
1	394	{'C': 0.05}	0.2871794871794872
2	984	{'C': 0.05}	0.2871794871794872
3	132	{'C': 0.05}	0.2871794871794872
4	919	{'C': 0.05}	0.2871794871794872
5	135	{'C': 0.05}	0.2871794871794872
