	seed value	best_parameter	F1-score
1	250	{'C': 0.05}	0.2288557213930348
2	649	{'C': 0.05}	0.2288557213930348
3	237	{'C': 0.05}	0.2288557213930348
4	216	{'C': 0.05}	0.2288557213930348
5	351	{'C': 0.05}	0.2288557213930348
