	seed value	best_parameter	F1-score
1	243	{'C': 0.12}	0.4166666666666666
2	838	{'C': 0.12}	0.4166666666666666
3	920	{'C': 0.12}	0.4166666666666666
4	151	{'C': 0.12}	0.4166666666666666
5	70	{'C': 0.12}	0.4166666666666666
