245,0.99,Fuzzy,Not removed stopwords,Pre_trained Model,binary,dict1,510,Emotions and words,NB,0.6562499999999999,None
373,0.95,Fuzzy,Not removed stopwords,Pre_trained Model,binary,dict1,510,Emotions and words,NB,0.6562499999999999,None
246,0.99,Not Fuzzy,Removed stopwords,Pre_trained Model,binary,dict1,510,Emotions and words,NB,0.6562499999999999,None
374,0.95,Not Fuzzy,Removed stopwords,Pre_trained Model,binary,dict1,510,Emotions and words,NB,0.6562499999999999,None
247,0.99,Not Fuzzy,Not removed stopwords,Pre_trained Model,binary,dict1,510,Emotions and words,NB,0.6562499999999999,None
375,0.95,Not Fuzzy,Not removed stopwords,Pre_trained Model,binary,dict1,510,Emotions and words,NB,0.6562499999999999,None
232,0.99,Fuzzy,Removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,NB,0.6422018348623854,None
360,0.95,Fuzzy,Removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,NB,0.6422018348623854,None
233,0.99,Fuzzy,Not removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,NB,0.6422018348623854,None
361,0.95,Fuzzy,Not removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,NB,0.6422018348623854,None
234,0.99,Not Fuzzy,Removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,NB,0.6422018348623854,None
362,0.95,Not Fuzzy,Removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,NB,0.6422018348623854,None
235,0.99,Not Fuzzy,Not removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,NB,0.6422018348623854,None
363,0.95,Not Fuzzy,Not removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,NB,0.6422018348623854,None
92,0.9,Fuzzy,Removed stopwords,Anorexia Model,binary,dict3,1510,Emotions and words,SVM,0.6419753086419754,{'C': 2}
93,0.9,Fuzzy,Not removed stopwords,Anorexia Model,binary,dict3,1510,Emotions and words,SVM,0.6419753086419754,{'C': 0.05}
94,0.9,Not Fuzzy,Removed stopwords,Anorexia Model,binary,dict3,1510,Emotions and words,SVM,0.6419753086419754,{'C': 0.05}
95,0.9,Not Fuzzy,Not removed stopwords,Anorexia Model,binary,dict3,1510,Emotions and words,SVM,0.6419753086419754,{'C': 0.25}
352,0.95,Fuzzy,Removed stopwords,Anorexia Model,binary,dict4,1510,Emotions and words,NB,0.6410256410256411,None
353,0.95,Fuzzy,Not removed stopwords,Anorexia Model,binary,dict4,1510,Emotions and words,NB,0.6410256410256411,None
354,0.95,Not Fuzzy,Removed stopwords,Anorexia Model,binary,dict4,1510,Emotions and words,NB,0.6410256410256411,None
355,0.95,Not Fuzzy,Not removed stopwords,Anorexia Model,binary,dict4,1510,Emotions and words,NB,0.6410256410256411,None
344,0.95,Fuzzy,Removed stopwords,Anorexia Model,binary,dict2,2010,Emotions and words,NB,0.638888888888889,None
346,0.95,Not Fuzzy,Removed stopwords,Anorexia Model,binary,dict2,2010,Emotions and words,NB,0.638888888888889,None
347,0.95,Not Fuzzy,Not removed stopwords,Anorexia Model,binary,dict2,2010,Emotions and words,NB,0.638888888888889,None
168,0.95,Fuzzy,Removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,SVM,0.6301369863013699,{'C': 0.05}
40,0.99,Fuzzy,Removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,SVM,0.6301369863013699,{'C': 0.05}
345,0.95,Fuzzy,Not removed stopwords,Anorexia Model,binary,dict2,2010,Emotions and words,NB,0.6301369863013699,None
169,0.95,Fuzzy,Not removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,SVM,0.6301369863013699,{'C': 0.05}
41,0.99,Fuzzy,Not removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,SVM,0.6301369863013699,{'C': 0.05}
170,0.95,Not Fuzzy,Removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,SVM,0.6301369863013699,{'C': 0.05}
42,0.99,Not Fuzzy,Removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,SVM,0.6301369863013699,{'C': 0.05}
171,0.95,Not Fuzzy,Not removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,SVM,0.6301369863013699,{'C': 0.05}
43,0.99,Not Fuzzy,Not removed stopwords,Pre_trained Model,tf,dict2,2010,Emotions and words,SVM,0.6301369863013699,{'C': 0.05}
380,0.95,Fuzzy,Removed stopwords,Pre_trained Model,binary,dict3,1510,Emotions and words,NB,0.6229508196721312,None
381,0.95,Fuzzy,Not removed stopwords,Pre_trained Model,binary,dict3,1510,Emotions and words,NB,0.6229508196721312,None
382,0.95,Not Fuzzy,Removed stopwords,Pre_trained Model,binary,dict3,1510,Emotions and words,NB,0.6229508196721312,None
383,0.95,Not Fuzzy,Not removed stopwords,Pre_trained Model,binary,dict3,1510,Emotions and words,NB,0.6229508196721312,None
12,0.99,Fuzzy,Removed stopwords,Anorexia Model,tf,dict3,1510,Emotions and words,SVM,0.6216216216216217,{'C': 0.05}
13,0.99,Fuzzy,Not removed stopwords,Anorexia Model,tf,dict3,1510,Emotions and words,SVM,0.6216216216216217,{'C': 0.05}
14,0.99,Not Fuzzy,Removed stopwords,Anorexia Model,tf,dict3,1510,Emotions and words,SVM,0.6216216216216217,{'C': 0.05}
15,0.99,Not Fuzzy,Not removed stopwords,Anorexia Model,tf,dict3,1510,Emotions and words,SVM,0.6216216216216217,{'C': 0.05}
72,0.9,Fuzzy,Removed stopwords,Anorexia Model,tf,dict2,2010,Emotions and words,SVM,0.6172839506172839,{'C': 0.05}
85,0.9,Fuzzy,Not removed stopwords,Anorexia Model,binary,dict1,510,Emotions and words,SVM,0.6136363636363638,{'C': 0.05}
87,0.9,Not Fuzzy,Not removed stopwords,Anorexia Model,binary,dict1,510,Emotions and words,SVM,0.6136363636363638,{'C': 0.05}
16,0.99,Fuzzy,Removed stopwords,Anorexia Model,tf,dict4,1510,Emotions and words,SVM,0.6133333333333334,{'C': 0.05}
18,0.99,Not Fuzzy,Removed stopwords,Anorexia Model,tf,dict4,1510,Emotions and words,SVM,0.6133333333333334,{'C': 4}
4,0.99,Fuzzy,Removed stopwords,Anorexia Model,tf,dict1,510,Emotions and words,SVM,0.6111111111111112,{'C': 1}
5,0.99,Fuzzy,Not removed stopwords,Anorexia Model,tf,dict1,510,Emotions and words,SVM,0.6111111111111112,{'C': 1}
6,0.99,Not Fuzzy,Removed stopwords,Anorexia Model,tf,dict1,510,Emotions and words,SVM,0.6111111111111112,{'C': 1}
7,0.99,Not Fuzzy,Not removed stopwords,Anorexia Model,tf,dict1,510,Emotions and words,SVM,0.6111111111111112,{'C': 1}
74,0.9,Not Fuzzy,Removed stopwords,Anorexia Model,tf,dict2,2010,Emotions and words,SVM,0.6097560975609756,{'C': 0.05}
75,0.9,Not Fuzzy,Not removed stopwords,Anorexia Model,tf,dict2,2010,Emotions and words,SVM,0.6097560975609756,{'C': 0.05}
144,0.95,Fuzzy,Removed stopwords,Anorexia Model,tf,dict4,1510,Emotions and words,SVM,0.6027397260273972,{'C': 0.05}
73,0.9,Fuzzy,Not removed stopwords,Anorexia Model,tf,dict2,2010,Emotions and words,SVM,0.6024096385542169,{'C': 0.05}
8,0.99,Fuzzy,Removed stopwords,Anorexia Model,tf,dict2,2010,Emotions and words,SVM,0.6000000000000001,{'C': 1}
9,0.99,Fuzzy,Not removed stopwords,Anorexia Model,tf,dict2,2010,Emotions and words,SVM,0.6000000000000001,{'C': 1}
10,0.99,Not Fuzzy,Removed stopwords,Anorexia Model,tf,dict2,2010,Emotions and words,SVM,0.6000000000000001,{'C': 1}
11,0.99,Not Fuzzy,Not removed stopwords,Anorexia Model,tf,dict2,2010,Emotions and words,SVM,0.6000000000000001,{'C': 1}
77,0.9,Fuzzy,Not removed stopwords,Anorexia Model,tf,dict3,1510,Emotions and words,SVM,0.6,{'C': 0.05}
