	num_feats	tol	fuzzy	remove_stop	svm	compress	f1	best
61	5000	0.99	False	False	True	False	0.5596330275229358	{'C': 0.05}
62	7000	0.99	False	False	True	False	0.5844748858447489	{'C': 0.25}
63	8000	0.99	False	False	True	False	0.586046511627907	{'C': 0.5}
64	8500	0.99	False	False	True	False	0.5871559633027523	{'C': 0.25}
65	9000	0.99	False	False	True	False	0.5871559633027523	{'C': 0.12}
66	10000	0.99	False	False	True	False	0.5833333333333334	{'C': 0.05}
67	11000	0.99	False	False	True	False	0.5767441860465117	{'C': 0.12}
68	12000	0.99	False	False	True	False	0.5898617511520737	{'C': 0.05}
69	13000	0.99	False	False	True	False	0.5953488372093022	{'C': 0.5}
70	15000	0.99	False	False	True	False	0.5925925925925926	{'C': 0.05}
71	5000	0.99	False	True	True	False	0.5327102803738317	{'C': 0.25}
72	7000	0.99	False	True	True	False	0.5345622119815667	{'C': 0.05}
73	8000	0.99	False	True	True	False	0.5514018691588785	{'C': 0.05}
74	8500	0.99	False	True	True	False	0.5514018691588785	{'C': 0.05}
75	9000	0.99	False	True	True	False	0.563380281690141	{'C': 0.05}
76	10000	0.99	False	True	True	False	0.5714285714285714	{'C': 0.05}
77	11000	0.99	False	True	True	False	0.5660377358490565	{'C': 1}
78	12000	0.99	False	True	True	False	0.5741626794258374	{'C': 0.12}
79	13000	0.99	False	True	True	False	0.5687203791469194	{'C': 0.25}
80	15000	0.99	False	True	True	False	0.5714285714285714	{'C': 0.12}
